chr	start	end	silencer
chr2	166926815	166927015	0
chr11	91441356	91441556	0
chr5	27328676	27328876	0
chr6	126393436	126393636	0
chr10	70188556	70188756	0
chr2	227503456	227503656	0
chr19	33714300	33714500	0
chr14	24502076	24502276	0
chr12	8102925	8103125	0
chr20	61766115	61766315	0
chrX	153924455	153924655	0
chr19	2392795	2392995	0
chr4	156877676	156877876	0
chr12	66069155	66069355	0
chr4	142681356	142681556	0
chr6	157044735	157044935	0
chr3	107003576	107003776	0
chr6	106338816	106339016	0
chr16	391976	392176	0
chr8	23688896	23689096	0
chr7	19570696	19570896	0
chr5	171184955	171185155	0
chr3	10722606	10722806	0
chr12	66314175	66314375	0
chr2	216052896	216053096	0
chr5	18762016	18762216	0
chr16	66985105	66985305	0
chr8	11445455	11445655	0
chr19	4014975	4015175	0
chr12	112274116	112274316	0
chr8	16580776	16580976	0
chr1	26010055	26010255	0
chr2	123007355	123007555	0
chr8	88948436	88948636	0
chr6	134954356	134954556	0
chr10	70373176	70373376	0
chr8	127446036	127446236	0
chr1	32797815	32798015	0
chr6	161374455	161374655	0
chr1	8357415	8357615	0
chr3	67487536	67487736	0
chr6	34925175	34925375	0
chr16	69463346	69463546	0
chr3	20041575	20041775	0
chr11	34108556	34108756	0
chr19	2350575	2350775	0
chr20	47551516	47551716	0
chr11	134314476	134314676	0
chr7	14087696	14087896	0
chr10	66459096	66459296	0
chr2	42737815	42738015	0
chr5	133615526	133615726	0
chr11	31465426	31465626	0
chrX	29678116	29678316	0
chr20	948845	949045	0
chr16	74652035	74652235	0
chr4	95082055	95082255	0
chr12	6242276	6242476	0
chr4	23466296	23466496	0
chr8	8957916	8958116	0
chr15	84852255	84852455	0
chr6	105509496	105509696	0
chr11	26998006	26998206	0
chr22	51225435	51225635	0
chr4	68893976	68894176	0
chr14	20243175	20243375	0
chr11	96907916	96908116	0
chr7	97171076	97171276	0
chr5	38414535	38414735	0
chr19	6221936	6222136	0
chr19	22020716	22020916	0
chr1	5611515	5611715	0
chr18	38446296	38446496	0
chr17	41726375	41726575	0
chr6	27070155	27070355	0
chr13	61664096	61664296	0
chr20	45349755	45349955	0
chr11	71427495	71427695	0
chr4	69958716	69958916	0
chr8	142559880	142560080	0
chr8	109524396	109524596	0
chr1	36270176	36270376	0
chr12	128466646	128466846	0
chr7	64597475	64597675	0
chr15	88574735	88574935	0
chr6	130427585	130427785	0
chr1	234203275	234203475	0
chr9	17526776	17526976	0
chr12	104556896	104557096	0
chr2	32497356	32497556	0
chr2	187781285	187781485	0
chr19	37856136	37856336	0
chr18	43764736	43764936	0
chr7	8532576	8532776	0
chr16	13418816	13419016	0
chr10	6315495	6315695	0
chr6	20139556	20139756	0
chr7	28042315	28042515	0
chr14	81926735	81926935	0
chr3	155319746	155319946	0
chr17	1676456	1676656	0
chr17	54976366	54976566	0
chr1	22577195	22577395	0
chr2	119869175	119869375	0
chr4	124389735	124389935	0
chr3	160359576	160359776	0
chr7	157246735	157246935	0
chr7	32259516	32259716	0
chr11	14494776	14494976	0
chr3	47399115	47399315	0
chr8	85980896	85981096	0
chr6	21294515	21294715	0
chr17	5219776	5219976	0
chr2	174449495	174449695	0
chr7	99962056	99962256	0
chr9	38561236	38561436	0
chr16	88108120	88108320	0
chr8	87110955	87111155	0
chr15	28757086	28757286	0
chr2	55786556	55786756	0
chr5	88465356	88465556	0
chr10	15312215	15312415	0
chr2	38519035	38519235	0
chr9	7336776	7336976	0
chr3	158204135	158204335	0
chr6	15602965	15603165	0
chr2	136734535	136734735	0
chr17	74373555	74373755	0
chr15	35500696	35500896	0
chr12	44095105	44095305	0
chr2	136920115	136920315	0
chr8	30737575	30737775	0
chr17	65077006	65077206	0
chr12	69985555	69985755	0
chr15	56701495	56701695	0
chr12	113253535	113253735	0
chr10	116507956	116508156	0
chr12	44242696	44242896	0
chr5	56393425	56393625	0
chr5	29942256	29942456	0
chr8	59827575	59827775	0
chr11	87665446	87665646	0
chr18	1627015	1627215	0
chr1	158970526	158970726	0
chr5	103472176	103472376	0
chr1	223363795	223363995	0
chr10	82707036	82707236	0
chr17	28461496	28461696	0
chr22	20219495	20219695	0
chr9	115154575	115154775	0
chr6	73299276	73299476	0
chr8	19436375	19436575	0
chr14	73258855	73259055	0
chr12	112986995	112987195	0
chr5	105889035	105889235	0
chr14	73588396	73588596	0
chr5	134853345	134853545	0
chr8	25179616	25179816	0
chr6	49781035	49781235	0
chr20	58487776	58487976	0
chr5	74181085	74181285	0
chr1	62364396	62364596	0
chr8	125306996	125307196	0
chr2	25327695	25327895	0
chr3	75524616	75524816	0
chr20	30497415	30497615	0
chr21	20074076	20074276	0
chr1	6649275	6649475	0
chr16	4394375	4394575	0
chr8	26540595	26540795	0
chr18	34184015	34184215	0
chr3	108030756	108030956	0
chr12	44085985	44086185	0
chr15	60313996	60314196	0
chr1	195317716	195317916	0
chr11	15270376	15270576	0
chr2	148797275	148797475	0
chr8	25052576	25052776	0
chr12	54907035	54907235	0
chr9	134957656	134957856	0
chr2	42625135	42625335	0
chr9	79040636	79040836	0
chr12	48657516	48657716	0
chr22	17860435	17860635	0
chr4	8849575	8849775	0
chr3	126310395	126310595	0
chr1	231772035	231772235	0
chr11	98167496	98167696	0
chr8	6196535	6196735	0
chr19	348645	348845	0
chr11	33634996	33635196	0
chr6	14559275	14559475	0
chr14	44813726	44813926	0
chr6	12269415	12269615	0
chr3	165975716	165975916	0
chr16	87861205	87861405	0
chr19	38010876	38011076	0
chr7	508595	508795	0
chr17	28995095	28995295	0
chr11	134358895	134359095	0
chr1	86604356	86604556	0
chr4	165361456	165361656	0
chr21	10021655	10021855	0
chr11	43997275	43997475	0
chr17	73828276	73828476	0
chr3	142066436	142066636	0
chr2	37442556	37442756	0
chr17	45630776	45630976	0
chr7	118512036	118512236	0
chr3	158708965	158709165	0
chr19	3792075	3792275	0
chr11	95670595	95670795	0
chr14	35136795	35136995	0
chr3	119318376	119318576	0
chr12	27760455	27760655	0
chr7	151661436	151661636	0
chr15	76170755	76170955	0
chr7	44069635	44069835	0
chr4	70790116	70790316	0
chr12	70382595	70382795	0
chr4	69977776	69977976	0
chr3	194968545	194968745	0
chr10	97235756	97235956	0
chr11	129710215	129710415	0
chr15	43834065	43834265	0
chr6	160117896	160118096	0
chr12	32418976	32419176	0
chr7	46062096	46062296	0
chr22	16991275	16991475	0
chr9	34240076	34240276	0
chr6	155600555	155600755	0
chr7	8042786	8042986	0
chr2	112077836	112078036	0
chr11	116529015	116529215	0
chr19	28913035	28913235	0
chr1	51466215	51466415	0
chr11	5655436	5655636	0
chr5	119525556	119525756	0
chr5	19771656	19771856	0
chr2	199632096	199632296	0
chrX	100326646	100326846	0
chr6	166471636	166471836	0
chr14	65582436	65582636	0
chr5	143497036	143497236	0
chr6	157141315	157141515	0
chr7	10365696	10365896	0
chr17	17512535	17512735	0
chr6	148385956	148386156	0
chr2	26919255	26919455	0
chr10	114088765	114088965	0
chr5	146270416	146270616	0
chr1	188334116	188334316	0
chr3	57647236	57647436	0
chr1	7925535	7925735	0
chr19	3464968	3465168	0
chr19	7219985	7220185	0
chr19	42912615	42912815	0
chr18	55531026	55531226	0
chr16	5558516	5558716	0
chr5	141561446	141561646	0
chr19	8146525	8146725	0
chr1	67624176	67624376	0
chr5	99759286	99759486	0
chr3	16244635	16244835	0
chr10	102849795	102849995	0
chr19	761755	761955	0
chr1	111863715	111863915	0
chr6	122602476	122602676	0
chr19	38553516	38553716	0
chr6	103742036	103742236	0
chr19	42674960	42675160	0
chr4	134189716	134189916	0
chr1	108489536	108489736	0
chr11	71554476	71554676	0
chr3	163001276	163001476	0
chr11	117561835	117562035	0
chr6	161673035	161673235	0
chr6	149564145	149564345	0
chr6	10855586	10855786	0
chr2	242877526	242877726	0
chr2	61378645	61378845	0
chr6	42642116	42642316	0
chr7	123953196	123953396	0
chr1	247692095	247692295	0
chr8	8067355	8067555	0
chr19	10155185	10155385	0
chr17	8572315	8572515	0
chr15	27289165	27289365	0
chr20	19446216	19446416	0
chr20	50867786	50867986	0
chr15	100795995	100796195	0
chr8	18266876	18267076	0
chr3	133348106	133348306	0
chr1	246992215	246992415	0
chr5	176356756	176356956	0
chr6	68062695	68062895	0
chr7	148779146	148779346	0
chr18	47678355	47678555	0
chr8	127107396	127107596	0
chr16	67171496	67171696	0
chr19	6795956	6796156	0
chr20	61766775	61766975	0
chr7	87130596	87130796	0
chr11	3090806	3091006	0
chr3	120960276	120960476	0
chr3	170628615	170628815	0
chr19	3249506	3249706	0
chr4	74072185	74072385	0
chr3	58628975	58629175	0
chr2	83811926	83812126	0
chr6	110925096	110925296	0
chr19	1695506	1695706	0
chr6	907516	907716	0
chr1	19389215	19389415	0
chr2	204058396	204058596	0
chr19	48050795	48050995	0
chr3	77220016	77220216	0
chr15	82188175	82188375	0
chr2	203231536	203231736	0
chr1	190208176	190208376	0
chr11	22785936	22786136	0
chr11	3468396	3468596	0
chr19	46442920	46443120	0
chr6	99850356	99850556	0
chr20	23509736	23509936	0
chr12	43280106	43280306	0
chr7	106898875	106899075	0
chr20	36188135	36188335	0
chr19	38738756	38738956	0
chr20	2591476	2591676	0
chr1	117714515	117714715	0
chr1	24937095	24937295	0
chr18	23036435	23036635	0
chr17	72317675	72317875	0
chr10	57915616	57915816	0
chr7	5115216	5115416	0
chr12	1088586	1088786	0
chr19	9890455	9890655	0
chr19	4603875	4604075	0
chr3	10590715	10590915	0
chr11	65725815	65726015	0
chr4	13495495	13495695	0
chr14	97171855	97172055	0
chr7	14460296	14460496	0
chr11	71486396	71486596	0
chr6	17611435	17611635	0
chr1	247316635	247316835	0
chr12	6251836	6252036	0
chr17	30411215	30411415	0
chr5	179601235	179601435	0
chr1	186445495	186445695	0
chr15	38419575	38419775	0
chr5	98152396	98152596	0
chr7	51645176	51645376	0
chr7	33129626	33129826	0
chr20	52141595	52141795	0
chr19	13668655	13668855	0
chr9	102680165	102680365	0
chr21	19511276	19511476	0
chr1	195384816	195385016	0
chr11	126262595	126262795	0
chr16	27467035	27467235	0
chr5	151406275	151406475	0
chr11	77873155	77873355	0
chr3	65703755	65703955	0
chr7	16479516	16479716	0
chr5	176456586	176456786	0
chr19	42375695	42375895	0
chr16	29295556	29295756	0
chr1	187366446	187366646	0
chr16	77369936	77370136	0
chr11	57036675	57036875	0
chr11	18634015	18634215	0
chr2	31144275	31144475	0
chr16	69465976	69466176	0
chr19	36482656	36482856	0
chr1	191211676	191211876	0
chr8	71563956	71564156	0
chr11	68813305	68813505	0
chr16	67731336	67731536	0
chr6	67941086	67941286	0
chr6	90237415	90237615	0
chr3	42469275	42469475	0
chr4	130934916	130935116	0
chr17	71358895	71359095	0
chr16	27748955	27749155	0
chr12	115803675	115803875	0
chr16	27264896	27265096	0
chr3	20616775	20616975	0
chr17	48120	48320	0
chr2	253475	253675	0
chr6	118721826	118722026	0
chr6	148512985	148513185	0
chr2	197542196	197542396	0
chr3	154381856	154382056	0
chrX	129707015	129707215	0
chr20	17040216	17040416	0
chr1	224526215	224526415	0
chr12	31661735	31661935	0
chr3	183392535	183392735	0
chr20	37221155	37221355	0
chr2	42754295	42754495	0
chr11	11369936	11370136	0
chr5	145511855	145512055	0
chr4	126771136	126771336	0
chr6	126601516	126601716	0
chr18	31004336	31004536	0
chr17	11729016	11729216	0
chr1	46179496	46179696	0
chr1	14582315	14582515	0
chr11	72373085	72373285	0
chr19	8325946	8326146	0
chr13	41681935	41682135	0
chr20	9166296	9166496	0
chr1	93605956	93606156	0
chr8	6192395	6192595	0
chr7	32240396	32240596	0
chr1	17565945	17566145	0
chr10	3732040	3732240	0
chr1	30946916	30947116	0
chr4	120439036	120439236	0
chr2	8502136	8502336	0
chr6	99713475	99713675	0
chr16	78528575	78528775	0
chr11	37354196	37354396	0
chr3	122963056	122963256	0
chr3	34329975	34330175	0
chr14	25336315	25336515	0
chr3	57281776	57281976	0
chr2	119769800	119770000	0
chr7	70482655	70482855	0
chr6	20510715	20510915	0
chr7	1758576	1758776	0
chr10	89156046	89156246	0
chr8	14862316	14862516	0
chr16	5237476	5237676	0
chr12	115393476	115393676	0
chr7	14224116	14224316	0
chr14	94555876	94556076	0
chr5	159743115	159743315	0
chr11	44098396	44098596	0
chr1	229386175	229386375	0
chr5	28258436	28258636	0
chr2	13035255	13035455	0
chr7	21967376	21967576	0
chr8	87332586	87332786	0
chr18	12634476	12634676	0
chr7	31448036	31448236	0
chrX	19160615	19160815	0
chr11	9644016	9644216	0
chr12	5311135	5311335	0
chr4	123925016	123925216	0
chr16	14509256	14509456	0
chr6	14972755	14972955	0
chr2	42926655	42926855	0
chr4	69904396	69904596	0
chr22	46957515	46957715	0
chr6	118706996	118707196	0
chr8	77220876	77221076	0
chr20	17402256	17402456	0
chr10	120993356	120993556	0
chr14	28229646	28229846	0
chr1	54469175	54469375	0
chr7	18230896	18231096	0
chr5	53467916	53468116	0
chr8	33394585	33394785	0
chr16	89134800	89135000	0
chr6	111763136	111763336	0
chr8	59626395	59626595	0
chrX	89825956	89826156	0
chr20	6006756	6006956	0
chr3	119982775	119982975	0
chr22	21017815	21018015	0
chr7	104204096	104204296	0
chr19	40459446	40459646	0
chr8	7473035	7473235	0
chr7	74100346	74100546	0
chr1	156221416	156221616	0
chr8	23647176	23647376	0
chr1	247622955	247623155	0
chr5	112923876	112924076	0
chr3	48406416	48406616	0
chr18	71788976	71789176	0
chr3	163269816	163270016	0
chr12	13469656	13469856	0
chr19	16423895	16424095	0
chr14	28546346	28546546	0
chr12	121514995	121515195	0
chr9	36585076	36585276	0
chr16	86245516	86245716	0
chr7	75090126	75090326	0
chr6	160659986	160660186	0
chr19	47972575	47972775	0
chr15	22817476	22817676	0
chr4	134325176	134325376	0
chr11	130479015	130479215	0
chr3	170339135	170339335	0
chr12	25843895	25844095	0
chr8	98022135	98022335	0
chr8	142503095	142503295	0
chr6	90639755	90639955	0
chr7	113159626	113159826	0
chrX	6607976	6608176	0
chr7	101790375	101790575	0
chr20	50885946	50886146	0
chr12	17161276	17161476	0
chr3	163262616	163262816	0
chr11	18617016	18617216	0
chr5	101279566	101279766	0
chr6	49498196	49498396	0
chr3	185406625	185406825	0
chr10	121567525	121567725	0
chr12	76630495	76630695	0
chr7	47381955	47382155	0
chr11	32574776	32574976	0
chr20	62547836	62548036	0
chr12	18935856	18936056	0
chr15	99148335	99148535	0
chr7	10611496	10611696	0
chr3	77022956	77023156	0
chr1	221357856	221358056	0
chr9	99061075	99061275	0
chr16	19938076	19938276	0
chr1	223320195	223320395	0
chr9	46210525	46210725	0
chr4	172993076	172993276	0
chr12	46864915	46865115	0
chr8	95084416	95084616	0
chr1	189970406	189970606	0
chr18	48762646	48762846	0
chr3	183562456	183562656	0
chr7	69952056	69952256	0
chr5	107552716	107552916	0
chr6	136861415	136861615	0
chr10	70711275	70711475	0
chr12	6404386	6404586	0
chr14	101626595	101626795	0
chr1	231413895	231414095	0
chr6	157981795	157981995	0
chr9	90574996	90575196	0
chr2	87969416	87969616	0
chr19	45373416	45373616	0
chr2	103531686	103531886	0
chr6	5930496	5930696	0
chr9	6230496	6230696	0
chr17	26261116	26261316	0
chr1	97156516	97156716	0
chr6	26804556	26804756	0
chr14	32090195	32090395	0
chr19	3955055	3955255	0
chr19	46133896	46134096	0
chr12	109827015	109827215	0
chr1	107529156	107529356	0
chr5	177389655	177389855	0
chr17	28913936	28914136	0
chrX	29782316	29782516	0
chr6	111063856	111064056	0
chr13	87212236	87212436	0
chr15	29448795	29448995	0
chr20	49018475	49018675	0
chr5	151113385	151113585	0
chr4	96681876	96682076	0
chr17	5969616	5969816	0
chr6	166071975	166072175	0
chr2	234828696	234828896	0
chr20	17789056	17789256	0
chr15	92155295	92155495	0
chr22	17828025	17828225	0
chr1	190163896	190164096	0
chr19	775136	775336	0
chr5	834715	834915	0
chr2	226279196	226279396	0
chr17	13542555	13542755	0
chr16	56015576	56015776	0
chr5	90225355	90225555	0
chr8	10709235	10709435	0
chr6	157972175	157972375	0
chr10	66656426	66656626	0
chr6	131356796	131356996	0
chr1	30463976	30464176	0
chr8	102081995	102082195	0
chr12	65610796	65610996	0
chr10	34338856	34339056	0
chr6	161729316	161729516	0
chr8	58120080	58120280	0
chr3	17579555	17579755	0
chr11	18411725	18411925	0
chr3	111369636	111369836	0
chr6	69212495	69212695	0
chr1	193584016	193584216	0
chr5	79555745	79555945	0
chr4	80649255	80649455	0
chr12	24413055	24413255	0
chr6	80335456	80335656	0
chr5	148569655	148569855	0
chr21	31430335	31430535	0
chr4	20757596	20757796	0
chr20	32925895	32926095	0
chr12	43329666	43329866	0
chr12	102343725	102343925	0
chr7	67383275	67383475	0
chr1	186817716	186817916	0
chr16	48867476	48867676	0
chr1	196378796	196378996	0
chr2	198441626	198441826	0
chr5	119131496	119131696	0
chr2	183702276	183702476	0
chr17	68523846	68524046	0
chr12	40592516	40592716	0
chr12	120870795	120870995	0
chr15	88576135	88576335	0
chr2	121948815	121949015	0
chr19	28676016	28676216	0
chr18	12140955	12141155	0
chr11	69323855	69324055	0
chr16	18774155	18774355	0
chr17	30042576	30042776	0
chr12	89241076	89241276	0
chr5	108341936	108342136	0
chr19	58744476	58744676	0
chr4	108131706	108131906	0
chr9	94990975	94991175	0
chr3	17520395	17520595	0
chr12	70752295	70752495	0
chr2	56121935	56122135	0
chr19	49355626	49355826	0
chr12	22283636	22283836	0
chr8	130659575	130659775	0
chr17	21431016	21431216	0
chr3	96376596	96376796	0
chr9	137384095	137384295	0
chr4	28767796	28767996	0
chr10	121489976	121490176	0
chr3	43106176	43106376	0
chr1	119374416	119374616	0
chr2	34435496	34435696	0
chr7	90075536	90075736	0
chr1	248499135	248499335	0
chr6	136682636	136682836	0
chr1	19047380	19047580	0
chr5	9623096	9623296	0
chr10	116509336	116509536	0
chrX	22115375	22115575	0
chrX	65341995	65342195	0
chr10	35116775	35116975	0
chr18	34046595	34046795	0
chr17	80545195	80545395	0
chr8	47244076	47244276	0
chr5	177116256	177116456	0
chr19	33588896	33589096	0
chr8	60774816	60775016	0
chr7	25527956	25528156	0
chr8	121409655	121409855	0
chr7	95665255	95665455	0
chr11	13913576	13913776	0
chr10	70582415	70582615	0
chr6	73398875	73399075	0
chr11	97655535	97655735	0
chr6	36540535	36540735	0
chr1	60422456	60422656	0
chr2	198235915	198236115	0
chr11	2574545	2574745	0
chr3	40908276	40908476	0
chr6	45238086	45238286	0
chr19	5698075	5698275	0
chr1	170137596	170137796	0
chr11	65716535	65716735	0
chr7	75311446	75311646	0
chr19	45355846	45356046	0
chr18	77352786	77352986	0
chr15	23356616	23356816	0
chr12	115212036	115212236	0
chr10	120528956	120529156	0
chr6	67348046	67348246	0
chr18	78011936	78012136	0
chr10	4237516	4237716	0
chr8	50100475	50100675	0
chr8	19755996	19756196	0
chr21	10105095	10105295	0
chr6	51337936	51338136	0
chr8	30932415	30932615	0
chr7	71710036	71710236	0
chr7	73055676	73055876	0
chr17	64743796	64743996	0
chr8	29153985	29154185	0
chr22	37336758	37336958	0
chr1	23035055	23035255	0
chr6	87190976	87191176	0
chr18	14471256	14471456	0
chr6	161954495	161954695	0
chr19	8020676	8020876	0
chr4	85694256	85694456	0
chr6	25458836	25459036	0
chr12	119821106	119821306	0
chr6	73307446	73307646	0
chr12	73530296	73530496	0
chr2	86898826	86899026	0
chr9	26809906	26810106	0
chr4	120118935	120119135	0
chr12	117815665	117815865	0
chr19	47149756	47149956	0
chr11	5944375	5944575	0
chr10	3748725	3748925	0
chr5	73474376	73474576	0
chr17	30603195	30603395	0
chr1	189627596	189627796	0
chr4	128291955	128292155	0
chr20	62934506	62934706	0
chr2	3855506	3855706	0
chr7	123713096	123713296	0
chr7	113234056	113234256	0
chr1	18347856	18348056	0
chr9	40071716	40071916	0
chr15	88779055	88779255	0
chr20	16443535	16443735	0
chr5	27743506	27743706	0
chr5	145452295	145452495	0
chr15	28197376	28197576	0
chr8	126845356	126845556	0
chr11	13789105	13789305	0
chr1	204425955	204426155	0
chr6	123999156	123999356	0
chr8	8088115	8088315	0
chr21	25180856	25181056	0
chr3	75865835	75866035	0
chr1	188025416	188025616	0
chr7	139221016	139221216	0
chr22	49079556	49079756	0
chr2	68839956	68840156	0
chr5	96861596	96861796	0
chr17	5747016	5747216	0
chr20	30819636	30819836	0
chr3	140959755	140959955	0
chr15	93611940	93612140	0
chr19	39348016	39348216	0
chr12	57250855	57251055	0
chr2	223264156	223264356	0
chr3	111791495	111791695	0
chr12	27437735	27437935	0
chr10	17771716	17771916	0
chr3	44087576	44087776	0
chr3	181723626	181723826	0
chr6	166105135	166105335	0
chr6	113371496	113371696	0
chr17	43578016	43578216	0
chr7	9771636	9771836	0
chr10	57914856	57915056	0
chr1	30059916	30060116	0
chr12	30020875	30021075	0
chr20	13326876	13327076	0
chr7	74158635	74158835	0
chr7	95803216	95803416	0
chr2	181643855	181644055	0
chr8	40397635	40397835	0
chr3	57434376	57434576	0
chr1	203966335	203966535	0
chr20	2865176	2865376	0
chr7	73337895	73338095	0
chrX	73150216	73150416	0
chr3	120884456	120884656	0
chr6	158060795	158060995	0
chr17	26548966	26549166	0
chr5	171860195	171860395	0
chr16	18055796	18055996	0
chr10	66569905	66570105	0
chr12	79452196	79452396	0
chr18	1091525	1091725	0
chr20	17742385	17742585	0
chr2	3138045	3138245	0
chr5	139465085	139465285	0
chr1	9007315	9007515	0
chr12	113373636	113373836	0
chr2	133300936	133301136	0
chr10	113748356	113748556	0
chr21	10011635	10011835	0
chr10	46236636	46236836	0
chr19	55695166	55695366	0
chr2	199364416	199364616	0
chr4	134218316	134218516	0
chr2	222359376	222359576	0
chr20	61206695	61206895	0
chr6	76517906	76518106	0
chr17	34263155	34263355	0
chr14	75434416	75434616	0
chr1	19873475	19873675	0
chr18	5782095	5782295	0
chr17	67430336	67430536	0
chr7	158317175	158317375	0
chr4	160789656	160789856	0
chr1	205468995	205469195	0
chr10	124626646	124626846	0
chr12	93334946	93335146	0
chr19	58954296	58954496	0
chr2	15890195	15890395	0
chr10	66154696	66154896	0
chr3	23241175	23241375	0
chr10	126258475	126258675	0
chr9	69467636	69467836	0
chr8	71031376	71031576	0
chr16	53453386	53453586	0
chr12	18850236	18850436	0
chr3	177324775	177324975	0
chr18	36297696	36297896	0
chr1	150872356	150872556	0
chr20	57040340	57040540	0
chr9	71052736	71052936	0
chr8	14713236	14713436	0
chr14	66334135	66334335	0
chr6	5344755	5344955	0
chr6	48952196	48952396	0
chr3	105704796	105704996	0
chr12	73447736	73447936	0
chr6	169890475	169890675	0
chr4	36614216	36614416	0
chr1	114495355	114495555	0
chr12	41462156	41462356	0
chr5	73475036	73475236	0
chr3	124157716	124157916	0
chr22	32193336	32193536	0
chr10	65257895	65258095	0
chr1	102458546	102458746	0
chr12	89655255	89655455	0
chr2	82883346	82883546	0
chr19	21235916	21236116	0
chr4	113921236	113921436	0
chr21	34340035	34340235	0
chr18	45730715	45730915	0
chr8	22361396	22361596	0
chr7	75304176	75304376	0
chr16	56005896	56006096	0
chr3	171961376	171961576	0
chr6	142369156	142369356	0
chr12	124725085	124725285	0
chr12	69557865	69558065	0
chr14	102601116	102601316	0
chr16	31297795	31297995	0
chr16	27110076	27110276	0
chr2	61867635	61867835	0
chr1	222303596	222303796	0
chr6	134719656	134719856	0
chr1	62799316	62799516	0
chr2	65976755	65976955	0
chr18	44116516	44116716	0
chr10	2803036	2803236	0
chr5	68502436	68502636	0
chr1	31906995	31907195	0
chr2	8593395	8593595	0
chr14	94149656	94149856	0
chr5	765535	765735	0
chr17	40250495	40250695	0
chr12	65129296	65129496	0
chr2	66050955	66051155	0
chr2	175793295	175793495	0
chr17	37623635	37623835	0
chr10	118229696	118229896	0
chr3	124905085	124905285	0
chr2	24006396	24006596	0
chr21	15734365	15734565	0
chr16	47560816	47561016	0
chr8	15198916	15199116	0
chr17	42311015	42311215	0
chr12	133515876	133516076	0
chr15	42631536	42631736	0
chr3	182587426	182587626	0
chr1	238036826	238037026	0
chr3	84095636	84095836	0
chr6	58564786	58564986	0
chr14	50390155	50390355	0
chr1	22517275	22517475	0
chr15	62574076	62574276	0
chr16	50893915	50894115	0
chr5	133214176	133214376	0
chr1	190141716	190141916	0
chr15	66464735	66464935	0
chr4	178635976	178636176	0
chr4	96937916	96938116	0
chr1	225438375	225438575	0
chr21	20184696	20184896	0
chr3	66604716	66604916	0
chr7	94335516	94335716	0
chr12	77330355	77330555	0
chr10	99239756	99239956	0
chr17	74803036	74803236	0
chr4	36793596	36793796	0
chr12	14448416	14448616	0
chr17	76614456	76614656	0
chr11	47728936	47729136	0
chr5	176759356	176759556	0
chr19	35908215	35908415	0
chr13	47508986	47509186	0
chr18	42777496	42777696	0
chr8	32284216	32284416	0
chr1	95788756	95788956	0
chr17	21951576	21951776	0
chr19	308240	308440	0
chr1	154319696	154319896	0
chr5	82811855	82812055	0
chr15	100921376	100921576	0
chr15	44730636	44730836	0
chr2	209084896	209085096	0
chr6	166382735	166382935	0
chr20	19638916	19639116	0
chr17	19138056	19138256	0
chr3	55182036	55182236	0
chr5	177826175	177826375	0
chr6	122826116	122826316	0
chr20	60340900	60341100	0
chr12	44241976	44242176	0
chr6	140075755	140075955	0
chr10	29451235	29451435	0
chr2	64101635	64101835	0
chr1	105569476	105569676	0
chr20	53651886	53652086	0
chr12	91901656	91901856	0
chr7	103707516	103707716	0
chr6	19690636	19690836	0
chr3	125753486	125753686	0
chr18	29713195	29713395	0
chr10	135075335	135075535	0
chr1	10019355	10019555	0
chr3	111203516	111203716	0
chr2	95374736	95374936	0
chr9	74022375	74022575	0
chr20	61887375	61887575	0
chr18	47166476	47166676	0
chr6	159296675	159296875	0
chr15	56050725	56050925	0
chr5	179486356	179486556	0
chr8	23130116	23130316	0
chr12	43054885	43055085	0
chrX	29808876	29809076	0
chrX	134085395	134085595	0
chr20	25913556	25913756	0
chr5	57678235	57678435	0
chr21	9713935	9714135	0
chr6	37363675	37363875	0
chr7	157485560	157485760	0
chr5	167999755	167999955	0
chr4	58629396	58629596	0
chr7	82877356	82877556	0
chr14	90697455	90697655	0
chr2	32908616	32908816	0
chr4	155579905	155580105	0
chr1	1472150	1472350	0
chr18	11757860	11758060	0
chr17	13624576	13624776	0
chr5	172613636	172613836	0
chr20	17780576	17780776	0
chr3	115049316	115049516	0
chr16	69213206	69213406	0
chr19	810395	810595	0
chr7	26449406	26449606	0
chr5	119681756	119681956	0
chr21	42944165	42944365	0
chr12	66312815	66313015	0
chr2	190757675	190757875	0
chr11	91735966	91736166	0
chr17	59533155	59533355	0
chr5	140121696	140121896	0
chr18	68288996	68289196	0
chr18	44601576	44601776	0
chr13	81773956	81774156	0
chr10	97621296	97621496	0
chr10	24207866	24208066	0
chr10	124384176	124384376	0
chr7	68289496	68289696	0
chr10	87304766	87304966	0
chr1	158306296	158306496	0
chr18	28797535	28797735	0
chr5	157121416	157121616	0
chr6	96010416	96010616	0
chr6	110818685	110818885	0
chr1	56869856	56870056	0
chr5	29134646	29134846	0
chr8	52836515	52836715	0
chr13	70330176	70330376	0
chr6	74427615	74427815	0
chr5	85147176	85147376	0
chr19	182546	182746	0
chr1	191034976	191035176	0
chr10	84318116	84318316	0
chr8	98760035	98760235	0
chr2	59523495	59523695	0
chr3	35974596	35974796	0
chr19	37705266	37705466	0
chr22	42737216	42737416	0
chr6	13187175	13187375	0
chr16	26996775	26996975	0
chr2	83809816	83810016	0
chr21	25597826	25598026	0
chr11	37989776	37989976	0
chr5	149471035	149471235	0
chr8	31101236	31101436	0
chr14	64249715	64249915	0
chr17	27832896	27833096	0
chr6	161705775	161705975	0
chr2	76634796	76634996	0
chr1	1042655	1042855	0
chr1	211999735	211999935	0
chr4	103840995	103841195	0
chr1	229451975	229452175	0
